1158601187937026048,2019-08-06 04:50:23,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',"Dhaka, Bangladesh",,
1158600646716776448,2019-08-06 04:48:14,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1158594357555056643,2019-08-06 04:23:15,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',"Mississippi, USA",,
1158584906336727040,2019-08-06 03:45:41,"b'Thanks @PlayWarframe for sending my #tennocon Mag statue,  going to open it up on stream today.  \n\n#Warframe https://t.co/cm3LgjSxfV'","Melbourne, Victoria",,
1158583385356455938,2019-08-06 03:39:39,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',United States,,
1158569533638086657,2019-08-06 02:44:36,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',"New Hampshire, USA",,
1158561050586996736,2019-08-06 02:10:54,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1158551245537402885,2019-08-06 01:31:56,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1158544232866562048,2019-08-06 01:04:04,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',"Port Hope, Canada",,
1158518959668387840,2019-08-05 23:23:38,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',Georgia,,
